stage,gin,barcode,induct_at_ms,print_station_at_ms,verification_at_ms,expected_printer,expected_verification_barcode,expected_outcome,required_log_markers
7,5,PNA-NOLABEL-0008,7000,10000,13000,,,label-data-missing,"Gin: 5 barcode: PNA-NOLABEL-0008 | Label data rejected | Sending generic error label to printer : PNA-NOLABEL-0008"
7,6,PNA-NOLABEL-0009,8000,11000,14000,,,label-data-missing,"Gin: 6 barcode: PNA-NOLABEL-0009 | Label data rejected | Sending generic error label to printer : PNA-NOLABEL-0009"
7,7,PNA-NOLABEL-0010,9000,12000,15000,,,label-data-missing,"Gin: 7 barcode: PNA-NOLABEL-0010 | Label data rejected | Sending generic error label to printer : PNA-NOLABEL-0010"
8,8,PNA-HALF-0001,0,3000,6000,,PNA-HALF-0001123,ship,"Gin: 8 barcode: PNA-HALF-0001 | Label data stored for Barcode: PNA-HALF-0001 | Sending Label to printer : PNA-HALF-0001 | [Verification SUCCESS] GIN 8 matches expected barcode PNA-HALF-0001123"
8,9,PNA-NOLABEL-HALF-0002,1000,4000,7000,,,label-data-missing,"Gin: 9 barcode: PNA-NOLABEL-HALF-0002 | Label data rejected | Sending generic error label to printer : PNA-NOLABEL-HALF-0002"
8,10,PNA-HALF-0003,2000,5000,8000,,PNA-HALF-0003123,ship,"Gin: 10 barcode: PNA-HALF-0003 | Label data stored for Barcode: PNA-HALF-0003 | Sending Label to printer : PNA-HALF-0003 | [Verification SUCCESS] GIN 10 matches expected barcode PNA-HALF-0003123"
8,11,PNA-NOLABEL-HALF-0004,3000,6000,9000,,,label-data-missing,"Gin: 11 barcode: PNA-NOLABEL-HALF-0004 | Label data rejected | Sending generic error label to printer : PNA-NOLABEL-HALF-0004"
8,12,PNA-HALF-0005,4000,7000,10000,,PNA-HALF-0005123,ship,"Gin: 12 barcode: PNA-HALF-0005 | Label data stored for Barcode: PNA-HALF-0005 | Sending Label to printer : PNA-HALF-0005 | [Verification SUCCESS] GIN 12 matches expected barcode PNA-HALF-0005123"
8,13,PNA-NOLABEL-HALF-0006,5000,8000,11000,,,label-data-missing,"Gin: 13 barcode: PNA-NOLABEL-HALF-0006 | Label data rejected | Sending generic error label to printer : PNA-NOLABEL-HALF-0006"
8,14,PNA-HALF-0007,6000,9000,12000,,PNA-HALF-0007123,ship,"Gin: 14 barcode: PNA-HALF-0007 | Label data stored for Barcode: PNA-HALF-0007 | Sending Label to printer : PNA-HALF-0007 | [Verification SUCCESS] GIN 14 matches expected barcode PNA-HALF-0007123"
8,15,PNA-NOLABEL-HALF-0008,7000,10000,13000,,,label-data-missing,"Gin: 15 barcode: PNA-NOLABEL-HALF-0008 | Label data rejected | Sending generic error label to printer : PNA-NOLABEL-HALF-0008"
8,16,PNA-HALF-0009,8000,11000,14000,,PNA-HALF-0009123,ship,"Gin: 16 barcode: PNA-HALF-0009 | Label data stored for Barcode: PNA-HALF-0009 | Sending Label to printer : PNA-HALF-0009 | [Verification SUCCESS] GIN 16 matches expected barcode PNA-HALF-0009123"
8,17,PNA-NOLABEL-HALF-0010,9000,12000,15000,,,label-data-missing,"Gin: 17 barcode: PNA-NOLABEL-HALF-0010 | Label data rejected | Sending generic error label to printer : PNA-NOLABEL-HALF-0010"
8,18,PNA-HALF-0011,10000,13000,16000,,PNA-HALF-0011123,ship,"Gin: 18 barcode: PNA-HALF-0011 | Label data stored for Barcode: PNA-HALF-0011 | Sending Label to printer : PNA-HALF-0011 | [Verification SUCCESS] GIN 18 matches expected barcode PNA-HALF-0011123"
8,19,PNA-NOLABEL-HALF-0012,11000,14000,17000,,,label-data-missing,"Gin: 19 barcode: PNA-NOLABEL-HALF-0012 | Label data rejected | Sending generic error label to printer : PNA-NOLABEL-HALF-0012"
8,20,PNA-HALF-0013,12000,15000,18000,,PNA-HALF-0013123,ship,"Gin: 20 barcode: PNA-HALF-0013 | Label data stored for Barcode: PNA-HALF-0013 | Sending Label to printer : PNA-HALF-0013 | [Verification SUCCESS] GIN 20 matches expected barcode PNA-HALF-0013123"
8,21,PNA-NOLABEL-HALF-0014,13000,16000,19000,,,label-data-missing,"Gin: 21 barcode: PNA-NOLABEL-HALF-0014 | Label data rejected | Sending generic error label to printer : PNA-NOLABEL-HALF-0014"
8,22,PNA-HALF-0015,14000,17000,20000,,PNA-HALF-0015123,ship,"Gin: 22 barcode: PNA-HALF-0015 | Label data stored for Barcode: PNA-HALF-0015 | Sending Label to printer : PNA-HALF-0015 | [Verification SUCCESS] GIN 22 matches expected barcode PNA-HALF-0015123"
8,23,PNA-NOLABEL-HALF-0016,15000,18000,21000,,,label-data-missing,"Gin: 23 barcode: PNA-NOLABEL-HALF-0016 | Label data rejected | Sending generic error label to printer : PNA-NOLABEL-HALF-0016"
8,24,PNA-HALF-0017,16000,19000,22000,,PNA-HALF-0017123,ship,"Gin: 24 barcode: PNA-HALF-0017 | Label data stored for Barcode: PNA-HALF-0017 | Sending Label to printer : PNA-HALF-0017 | [Verification SUCCESS] GIN 24 matches expected barcode PNA-HALF-0017123"
8,25,PNA-NOLABEL-HALF-0018,17000,20000,23000,,,label-data-missing,"Gin: 25 barcode: PNA-NOLABEL-HALF-0018 | Label data rejected | Sending generic error label to printer : PNA-NOLABEL-HALF-0018"
8,26,PNA-HALF-0019,18000,21000,24000,,PNA-HALF-0019123,ship,"Gin: 26 barcode: PNA-HALF-0019 | Label data stored for Barcode: PNA-HALF-0019 | Sending Label to printer : PNA-HALF-0019 | [Verification SUCCESS] GIN 26 matches expected barcode PNA-HALF-0019123"
8,27,PNA-NOLABEL-HALF-0020,19000,22000,25000,,,label-data-missing,"Gin: 27 barcode: PNA-NOLABEL-HALF-0020 | Label data rejected | Sending generic error label to printer : PNA-NOLABEL-HALF-0020"
9,28,PNA-STG9-0001,0,3000,6000,,PNA-STG9-0001123,ship,"Gin: 28 barcode: PNA-STG9-0001 | Label data stored for Barcode: PNA-STG9-0001 | Sending Label to printer : PNA-STG9-0001 | [Verification SUCCESS] GIN 28 matches expected barcode PNA-STG9-0001123"
9,29,PNA-STG9-0002,1000,4000,7000,,PNA-STG9-0002123,ship,"Gin: 29 barcode: PNA-STG9-0002 | Label data stored for Barcode: PNA-STG9-0002 | Sending Label to printer : PNA-STG9-0002 | [Verification SUCCESS] GIN 29 matches expected barcode PNA-STG9-0002123"
9,30,PNA-STG9-0003,2000,5000,8000,,PNA-STG9-0003123,ship,"Gin: 30 barcode: PNA-STG9-0003 | Label data stored for Barcode: PNA-STG9-0003 | Sending Label to printer : PNA-STG9-0003 | [Verification SUCCESS] GIN 30 matches expected barcode PNA-STG9-0003123"
9,31,PNA-STG9-0004,3000,6000,9000,,PNA-STG9-0004123,ship,"Gin: 31 barcode: PNA-STG9-0004 | Label data stored for Barcode: PNA-STG9-0004 | Sending Label to printer : PNA-STG9-0004 | [Verification SUCCESS] GIN 31 matches expected barcode PNA-STG9-0004123"
9,32,PNA-STG9-0005,4000,7000,10000,,PNA-STG9-0005123,ship,"Gin: 32 barcode: PNA-STG9-0005 | Label data stored for Barcode: PNA-STG9-0005 | Sending Label to printer : PNA-STG9-0005 | [Verification SUCCESS] GIN 32 matches expected barcode PNA-STG9-0005123"
9,33,PNA-STG9-0006,5000,8000,11000,,PNA-STG9-0006123,ship,"Gin: 33 barcode: PNA-STG9-0006 | Label data stored for Barcode: PNA-STG9-0006 | Sending Label to printer : PNA-STG9-0006 | [Verification SUCCESS] GIN 33 matches expected barcode PNA-STG9-0006123"
9,34,PNA-STG9-0007,6000,9000,12000,,PNA-STG9-0007123,ship,"Gin: 34 barcode: PNA-STG9-0007 | Label data stored for Barcode: PNA-STG9-0007 | Sending Label to printer : PNA-STG9-0007 | [Verification SUCCESS] GIN 34 matches expected barcode PNA-STG9-0007123"
9,35,PNA-STG9-0008,7000,10000,13000,,PNA-STG9-0008123,ship,"Gin: 35 barcode: PNA-STG9-0008 | Label data stored for Barcode: PNA-STG9-0008 | Sending Label to printer : PNA-STG9-0008 | [Verification SUCCESS] GIN 35 matches expected barcode PNA-STG9-0008123"
9,36,PNA-STG9-0009,8000,11000,14000,,PNA-STG9-0009123,ship,"Gin: 36 barcode: PNA-STG9-0009 | Label data stored for Barcode: PNA-STG9-0009 | Sending Label to printer : PNA-STG9-0009 | [Verification SUCCESS] GIN 36 matches expected barcode PNA-STG9-0009123"
9,37,PNA-STG9-0010,9000,12000,15000,,PNA-STG9-0010123,ship,"Gin: 37 barcode: PNA-STG9-0010 | Label data stored for Barcode: PNA-STG9-0010 | Sending Label to printer : PNA-STG9-0010 | [Verification SUCCESS] GIN 37 matches expected barcode PNA-STG9-0010123"
9,38,PNA-STG9-0011,10000,13000,16000,,PNA-STG9-0011123,ship,"Gin: 38 barcode: PNA-STG9-0011 | Label data stored for Barcode: PNA-STG9-0011 | Sending Label to printer : PNA-STG9-0011 | [Verification SUCCESS] GIN 38 matches expected barcode PNA-STG9-0011123"
9,39,PNA-STG9-0012,11000,14000,17000,,PNA-STG9-0012123,ship,"Gin: 39 barcode: PNA-STG9-0012 | Label data stored for Barcode: PNA-STG9-0012 | Sending Label to printer : PNA-STG9-0012 | [Verification SUCCESS] GIN 39 matches expected barcode PNA-STG9-0012123"
9,40,PNA-STG9-0013,12000,15000,18000,,PNA-STG9-0013123,ship,"Gin: 40 barcode: PNA-STG9-0013 | Label data stored for Barcode: PNA-STG9-0013 | Sending Label to printer : PNA-STG9-0013 | [Verification SUCCESS] GIN 40 matches expected barcode PNA-STG9-0013123"
9,41,PNA-STG9-0014,13000,16000,19000,,PNA-STG9-0014123,ship,"Gin: 41 barcode: PNA-STG9-0014 | Label data stored for Barcode: PNA-STG9-0014 | Sending Label to printer : PNA-STG9-0014 | [Verification SUCCESS] GIN 41 matches expected barcode PNA-STG9-0014123"
9,42,PNA-STG9-0015,14000,17000,20000,,PNA-STG9-0015123,ship,"Gin: 42 barcode: PNA-STG9-0015 | Label data stored for Barcode: PNA-STG9-0015 | Sending Label to printer : PNA-STG9-0015 | [Verification SUCCESS] GIN 42 matches expected barcode PNA-STG9-0015123"
9,43,PNA-STG9-0016,15000,18000,21000,,PNA-STG9-0016123,ship,"Gin: 43 barcode: PNA-STG9-0016 | Label data stored for Barcode: PNA-STG9-0016 | Sending Label to printer : PNA-STG9-0016 | [Verification SUCCESS] GIN 43 matches expected barcode PNA-STG9-0016123"
9,44,PNA-STG9-0017,16000,19000,22000,,PNA-STG9-0017123,ship,"Gin: 44 barcode: PNA-STG9-0017 | Label data stored for Barcode: PNA-STG9-0017 | Sending Label to printer : PNA-STG9-0017 | [Verification SUCCESS] GIN 44 matches expected barcode PNA-STG9-0017123"
9,45,PNA-STG9-0018,17000,20000,23000,,PNA-STG9-0018123,ship,"Gin: 45 barcode: PNA-STG9-0018 | Label data stored for Barcode: PNA-STG9-0018 | Sending Label to printer : PNA-STG9-0018 | [Verification SUCCESS] GIN 45 matches expected barcode PNA-STG9-0018123"
9,46,PNA-STG9-0019,18000,21000,24000,,PNA-STG9-0019123,ship,"Gin: 46 barcode: PNA-STG9-0019 | Label data stored for Barcode: PNA-STG9-0019 | Sending Label to printer : PNA-STG9-0019 | [Verification SUCCESS] GIN 46 matches expected barcode PNA-STG9-0019123"
9,47,PNA-STG9-0020,19000,22000,25000,,PNA-STG9-0020123,ship,"Gin: 47 barcode: PNA-STG9-0020 | Label data stored for Barcode: PNA-STG9-0020 | Sending Label to printer : PNA-STG9-0020 | [Verification SUCCESS] GIN 47 matches expected barcode PNA-STG9-0020123"
9,48,PNA-STG9-0021,20000,23000,26000,,PNA-STG9-0021123,ship,"Gin: 48 barcode: PNA-STG9-0021 | Label data stored for Barcode: PNA-STG9-0021 | Sending Label to printer : PNA-STG9-0021 | [Verification SUCCESS] GIN 48 matches expected barcode PNA-STG9-0021123"
9,49,PNA-STG9-0022,21000,24000,27000,,PNA-STG9-0022123,ship,"Gin: 49 barcode: PNA-STG9-0022 | Label data stored for Barcode: PNA-STG9-0022 | Sending Label to printer : PNA-STG9-0022 | [Verification SUCCESS] GIN 49 matches expected barcode PNA-STG9-0022123"
9,50,PNA-STG9-0023,22000,25000,28000,,PNA-STG9-0023123,ship,"Gin: 50 barcode: PNA-STG9-0023 | Label data stored for Barcode: PNA-STG9-0023 | Sending Label to printer : PNA-STG9-0023 | [Verification SUCCESS] GIN 50 matches expected barcode PNA-STG9-0023123"
9,51,PNA-STG9-0024,23000,26000,29000,,PNA-STG9-0024123,ship,"Gin: 51 barcode: PNA-STG9-0024 | Label data stored for Barcode: PNA-STG9-0024 | Sending Label to printer : PNA-STG9-0024 | [Verification SUCCESS] GIN 51 matches expected barcode PNA-STG9-0024123"
9,52,PNA-STG9-0025,24000,27000,30000,,PNA-STG9-0025123,ship,"Gin: 52 barcode: PNA-STG9-0025 | Label data stored for Barcode: PNA-STG9-0025 | Sending Label to printer : PNA-STG9-0025 | [Verification SUCCESS] GIN 52 matches expected barcode PNA-STG9-0025123"
9,53,PNA-STG9-0026,25000,28000,31000,,PNA-STG9-0026123,ship,"Gin: 53 barcode: PNA-STG9-0026 | Label data stored for Barcode: PNA-STG9-0026 | Sending Label to printer : PNA-STG9-0026 | [Verification SUCCESS] GIN 53 matches expected barcode PNA-STG9-0026123"
9,54,PNA-STG9-0027,26000,29000,32000,,PNA-STG9-0027123,ship,"Gin: 54 barcode: PNA-STG9-0027 | Label data stored for Barcode: PNA-STG9-0027 | Sending Label to printer : PNA-STG9-0027 | [Verification SUCCESS] GIN 54 matches expected barcode PNA-STG9-0027123"
9,55,PNA-STG9-0028,27000,30000,33000,,PNA-STG9-0028123,ship,"Gin: 55 barcode: PNA-STG9-0028 | Label data stored for Barcode: PNA-STG9-0028 | Sending Label to printer : PNA-STG9-0028 | [Verification SUCCESS] GIN 55 matches expected barcode PNA-STG9-0028123"
9,56,PNA-STG9-0029,28000,31000,34000,,PNA-STG9-0029123,ship,"Gin: 56 barcode: PNA-STG9-0029 | Label data stored for Barcode: PNA-STG9-0029 | Sending Label to printer : PNA-STG9-0029 | [Verification SUCCESS] GIN 56 matches expected barcode PNA-STG9-0029123"
9,57,PNA-STG9-0030,29000,32000,35000,,PNA-STG9-0030123,ship,"Gin: 57 barcode: PNA-STG9-0030 | Label data stored for Barcode: PNA-STG9-0030 | Sending Label to printer : PNA-STG9-0030 | [Verification SUCCESS] GIN 57 matches expected barcode PNA-STG9-0030123"
9,58,PNA-STG9-0031,30000,33000,36000,,PNA-STG9-0031123,ship,"Gin: 58 barcode: PNA-STG9-0031 | Label data stored for Barcode: PNA-STG9-0031 | Sending Label to printer : PNA-STG9-0031 | [Verification SUCCESS] GIN 58 matches expected barcode PNA-STG9-0031123"
9,59,PNA-STG9-0032,31000,34000,37000,,PNA-STG9-0032123,ship,"Gin: 59 barcode: PNA-STG9-0032 | Label data stored for Barcode: PNA-STG9-0032 | Sending Label to printer : PNA-STG9-0032 | [Verification SUCCESS] GIN 59 matches expected barcode PNA-STG9-0032123"
9,60,PNA-STG9-0033,32000,35000,38000,,PNA-STG9-0033123,ship,"Gin: 60 barcode: PNA-STG9-0033 | Label data stored for Barcode: PNA-STG9-0033 | Sending Label to printer : PNA-STG9-0033 | [Verification SUCCESS] GIN 60 matches expected barcode PNA-STG9-0033123"
9,61,PNA-STG9-0034,33000,36000,39000,,PNA-STG9-0034123,ship,"Gin: 61 barcode: PNA-STG9-0034 | Label data stored for Barcode: PNA-STG9-0034 | Sending Label to printer : PNA-STG9-0034 | [Verification SUCCESS] GIN 61 matches expected barcode PNA-STG9-0034123"
9,62,PNA-STG9-0035,34000,37000,40000,,PNA-STG9-0035123,ship,"Gin: 62 barcode: PNA-STG9-0035 | Label data stored for Barcode: PNA-STG9-0035 | Sending Label to printer : PNA-STG9-0035 | [Verification SUCCESS] GIN 62 matches expected barcode PNA-STG9-0035123"
9,63,PNA-STG9-0036,35000,38000,41000,,PNA-STG9-0036123,ship,"Gin: 63 barcode: PNA-STG9-0036 | Label data stored for Barcode: PNA-STG9-0036 | Sending Label to printer : PNA-STG9-0036 | [Verification SUCCESS] GIN 63 matches expected barcode PNA-STG9-0036123"
9,64,PNA-STG9-0037,36000,39000,42000,,PNA-STG9-0037123,ship,"Gin: 64 barcode: PNA-STG9-0037 | Label data stored for Barcode: PNA-STG9-0037 | Sending Label to printer : PNA-STG9-0037 | [Verification SUCCESS] GIN 64 matches expected barcode PNA-STG9-0037123"
9,65,PNA-STG9-0038,37000,40000,43000,,PNA-STG9-0038123,ship,"Gin: 65 barcode: PNA-STG9-0038 | Label data stored for Barcode: PNA-STG9-0038 | Sending Label to printer : PNA-STG9-0038 | [Verification SUCCESS] GIN 65 matches expected barcode PNA-STG9-0038123"
9,66,PNA-STG9-0039,38000,41000,44000,,PNA-STG9-0039123,ship,"Gin: 66 barcode: PNA-STG9-0039 | Label data stored for Barcode: PNA-STG9-0039 | Sending Label to printer : PNA-STG9-0039 | [Verification SUCCESS] GIN 66 matches expected barcode PNA-STG9-0039123"
9,67,PNA-STG9-0040,39000,42000,45000,,PNA-STG9-0040123,ship,"Gin: 67 barcode: PNA-STG9-0040 | Label data stored for Barcode: PNA-STG9-0040 | Sending Label to printer : PNA-STG9-0040 | [Verification SUCCESS] GIN 67 matches expected barcode PNA-STG9-0040123"
9,68,PNA-STG9-0041,40000,43000,46000,,PNA-STG9-0041123,ship,"Gin: 68 barcode: PNA-STG9-0041 | Label data stored for Barcode: PNA-STG9-0041 | Sending Label to printer : PNA-STG9-0041 | [Verification SUCCESS] GIN 68 matches expected barcode PNA-STG9-0041123"
9,69,PNA-STG9-0042,41000,44000,47000,,PNA-STG9-0042123,ship,"Gin: 69 barcode: PNA-STG9-0042 | Label data stored for Barcode: PNA-STG9-0042 | Sending Label to printer : PNA-STG9-0042 | [Verification SUCCESS] GIN 69 matches expected barcode PNA-STG9-0042123"
9,70,PNA-STG9-0043,42000,45000,48000,,PNA-STG9-0043123,ship,"Gin: 70 barcode: PNA-STG9-0043 | Label data stored for Barcode: PNA-STG9-0043 | Sending Label to printer : PNA-STG9-0043 | [Verification SUCCESS] GIN 70 matches expected barcode PNA-STG9-0043123"
9,71,PNA-STG9-0044,43000,46000,49000,,PNA-STG9-0044123,ship,"Gin: 71 barcode: PNA-STG9-0044 | Label data stored for Barcode: PNA-STG9-0044 | Sending Label to printer : PNA-STG9-0044 | [Verification SUCCESS] GIN 71 matches expected barcode PNA-STG9-0044123"
9,72,PNA-STG9-0045,44000,47000,50000,,PNA-STG9-0045123,ship,"Gin: 72 barcode: PNA-STG9-0045 | Label data stored for Barcode: PNA-STG9-0045 | Sending Label to printer : PNA-STG9-0045 | [Verification SUCCESS] GIN 72 matches expected barcode PNA-STG9-0045123"
9,73,PNA-STG9-0046,45000,48000,51000,,PNA-STG9-0046123,ship,"Gin: 73 barcode: PNA-STG9-0046 | Label data stored for Barcode: PNA-STG9-0046 | Sending Label to printer : PNA-STG9-0046 | [Verification SUCCESS] GIN 73 matches expected barcode PNA-STG9-0046123"
9,74,PNA-STG9-0047,46000,49000,52000,,PNA-STG9-0047123,ship,"Gin: 74 barcode: PNA-STG9-0047 | Label data stored for Barcode: PNA-STG9-0047 | Sending Label to printer : PNA-STG9-0047 | [Verification SUCCESS] GIN 74 matches expected barcode PNA-STG9-0047123"
9,75,PNA-STG9-0048,47000,50000,53000,,PNA-STG9-0048123,ship,"Gin: 75 barcode: PNA-STG9-0048 | Label data stored for Barcode: PNA-STG9-0048 | Sending Label to printer : PNA-STG9-0048 | [Verification SUCCESS] GIN 75 matches expected barcode PNA-STG9-0048123"
9,76,PNA-STG9-0049,48000,51000,54000,,PNA-STG9-0049123,ship,"Gin: 76 barcode: PNA-STG9-0049 | Label data stored for Barcode: PNA-STG9-0049 | Sending Label to printer : PNA-STG9-0049 | [Verification SUCCESS] GIN 76 matches expected barcode PNA-STG9-0049123"
9,77,PNA-STG9-0050,49000,52000,55000,,PNA-STG9-0050123,ship,"Gin: 77 barcode: PNA-STG9-0050 | Label data stored for Barcode: PNA-STG9-0050 | Sending Label to printer : PNA-STG9-0050 | [Verification SUCCESS] GIN 77 matches expected barcode PNA-STG9-0050123"
9,78,PNA-STG9-0051,50000,53000,56000,,PNA-STG9-0051123,ship,"Gin: 78 barcode: PNA-STG9-0051 | Label data stored for Barcode: PNA-STG9-0051 | Sending Label to printer : PNA-STG9-0051 | [Verification SUCCESS] GIN 78 matches expected barcode PNA-STG9-0051123"
9,79,PNA-STG9-0052,51000,54000,57000,,PNA-STG9-0052123,ship,"Gin: 79 barcode: PNA-STG9-0052 | Label data stored for Barcode: PNA-STG9-0052 | Sending Label to printer : PNA-STG9-0052 | [Verification SUCCESS] GIN 79 matches expected barcode PNA-STG9-0052123"
9,80,PNA-STG9-0053,52000,55000,58000,,PNA-STG9-0053123,ship,"Gin: 80 barcode: PNA-STG9-0053 | Label data stored for Barcode: PNA-STG9-0053 | Sending Label to printer : PNA-STG9-0053 | [Verification SUCCESS] GIN 80 matches expected barcode PNA-STG9-0053123"
9,81,PNA-STG9-0054,53000,56000,59000,,PNA-STG9-0054123,ship,"Gin: 81 barcode: PNA-STG9-0054 | Label data stored for Barcode: PNA-STG9-0054 | Sending Label to printer : PNA-STG9-0054 | [Verification SUCCESS] GIN 81 matches expected barcode PNA-STG9-0054123"
9,82,PNA-STG9-0055,54000,57000,60000,,PNA-STG9-0055123,ship,"Gin: 82 barcode: PNA-STG9-0055 | Label data stored for Barcode: PNA-STG9-0055 | Sending Label to printer : PNA-STG9-0055 | [Verification SUCCESS] GIN 82 matches expected barcode PNA-STG9-0055123"
9,83,PNA-STG9-0056,55000,58000,61000,,PNA-STG9-0056123,ship,"Gin: 83 barcode: PNA-STG9-0056 | Label data stored for Barcode: PNA-STG9-0056 | Sending Label to printer : PNA-STG9-0056 | [Verification SUCCESS] GIN 83 matches expected barcode PNA-STG9-0056123"
9,84,PNA-STG9-0057,56000,59000,62000,,PNA-STG9-0057123,ship,"Gin: 84 barcode: PNA-STG9-0057 | Label data stored for Barcode: PNA-STG9-0057 | Sending Label to printer : PNA-STG9-0057 | [Verification SUCCESS] GIN 84 matches expected barcode PNA-STG9-0057123"
9,85,PNA-STG9-0058,57000,60000,63000,,PNA-STG9-0058123,ship,"Gin: 85 barcode: PNA-STG9-0058 | Label data stored for Barcode: PNA-STG9-0058 | Sending Label to printer : PNA-STG9-0058 | [Verification SUCCESS] GIN 85 matches expected barcode PNA-STG9-0058123"
9,86,PNA-STG9-0059,58000,61000,64000,,PNA-STG9-0059123,ship,"Gin: 86 barcode: PNA-STG9-0059 | Label data stored for Barcode: PNA-STG9-0059 | Sending Label to printer : PNA-STG9-0059 | [Verification SUCCESS] GIN 86 matches expected barcode PNA-STG9-0059123"
9,87,PNA-STG9-0060,59000,62000,65000,,PNA-STG9-0060123,ship,"Gin: 87 barcode: PNA-STG9-0060 | Label data stored for Barcode: PNA-STG9-0060 | Sending Label to printer : PNA-STG9-0060 | [Verification SUCCESS] GIN 87 matches expected barcode PNA-STG9-0060123"
9,88,PNA-STG9-0061,60000,63000,66000,,PNA-STG9-0061123,ship,"Gin: 88 barcode: PNA-STG9-0061 | Label data stored for Barcode: PNA-STG9-0061 | Sending Label to printer : PNA-STG9-0061 | [Verification SUCCESS] GIN 88 matches expected barcode PNA-STG9-0061123"
9,89,PNA-STG9-0062,61000,64000,67000,,PNA-STG9-0062123,ship,"Gin: 89 barcode: PNA-STG9-0062 | Label data stored for Barcode: PNA-STG9-0062 | Sending Label to printer : PNA-STG9-0062 | [Verification SUCCESS] GIN 89 matches expected barcode PNA-STG9-0062123"
9,90,PNA-STG9-0063,62000,65000,68000,,PNA-STG9-0063123,ship,"Gin: 90 barcode: PNA-STG9-0063 | Label data stored for Barcode: PNA-STG9-0063 | Sending Label to printer : PNA-STG9-0063 | [Verification SUCCESS] GIN 90 matches expected barcode PNA-STG9-0063123"
9,91,PNA-STG9-0064,63000,66000,69000,,PNA-STG9-0064123,ship,"Gin: 91 barcode: PNA-STG9-0064 | Label data stored for Barcode: PNA-STG9-0064 | Sending Label to printer : PNA-STG9-0064 | [Verification SUCCESS] GIN 91 matches expected barcode PNA-STG9-0064123"
9,92,PNA-STG9-0065,64000,67000,70000,,PNA-STG9-0065123,ship,"Gin: 92 barcode: PNA-STG9-0065 | Label data stored for Barcode: PNA-STG9-0065 | Sending Label to printer : PNA-STG9-0065 | [Verification SUCCESS] GIN 92 matches expected barcode PNA-STG9-0065123"
9,93,PNA-STG9-0066,65000,68000,71000,,PNA-STG9-0066123,ship,"Gin: 93 barcode: PNA-STG9-0066 | Label data stored for Barcode: PNA-STG9-0066 | Sending Label to printer : PNA-STG9-0066 | [Verification SUCCESS] GIN 93 matches expected barcode PNA-STG9-0066123"
9,94,PNA-STG9-0067,66000,69000,72000,,PNA-STG9-0067123,ship,"Gin: 94 barcode: PNA-STG9-0067 | Label data stored for Barcode: PNA-STG9-0067 | Sending Label to printer : PNA-STG9-0067 | [Verification SUCCESS] GIN 94 matches expected barcode PNA-STG9-0067123"
9,95,PNA-STG9-0068,67000,70000,73000,,PNA-STG9-0068123,ship,"Gin: 95 barcode: PNA-STG9-0068 | Label data stored for Barcode: PNA-STG9-0068 | Sending Label to printer : PNA-STG9-0068 | [Verification SUCCESS] GIN 95 matches expected barcode PNA-STG9-0068123"
9,96,PNA-STG9-0069,68000,71000,74000,,PNA-STG9-0069123,ship,"Gin: 96 barcode: PNA-STG9-0069 | Label data stored for Barcode: PNA-STG9-0069 | Sending Label to printer : PNA-STG9-0069 | [Verification SUCCESS] GIN 96 matches expected barcode PNA-STG9-0069123"
9,97,PNA-STG9-0070,69000,72000,75000,,PNA-STG9-0070123,ship,"Gin: 97 barcode: PNA-STG9-0070 | Label data stored for Barcode: PNA-STG9-0070 | Sending Label to printer : PNA-STG9-0070 | [Verification SUCCESS] GIN 97 matches expected barcode PNA-STG9-0070123"
9,98,PNA-STG9-0071,70000,73000,76000,,PNA-STG9-0071123,ship,"Gin: 98 barcode: PNA-STG9-0071 | Label data stored for Barcode: PNA-STG9-0071 | Sending Label to printer : PNA-STG9-0071 | [Verification SUCCESS] GIN 98 matches expected barcode PNA-STG9-0071123"
9,99,PNA-STG9-0072,71000,74000,77000,,PNA-STG9-0072123,ship,"Gin: 99 barcode: PNA-STG9-0072 | Label data stored for Barcode: PNA-STG9-0072 | Sending Label to printer : PNA-STG9-0072 | [Verification SUCCESS] GIN 99 matches expected barcode PNA-STG9-0072123"
9,100,PNA-STG9-0073,72000,75000,78000,,PNA-STG9-0073123,ship,"Gin: 100 barcode: PNA-STG9-0073 | Label data stored for Barcode: PNA-STG9-0073 | Sending Label to printer : PNA-STG9-0073 | [Verification SUCCESS] GIN 100 matches expected barcode PNA-STG9-0073123"
9,101,PNA-STG9-0074,73000,76000,79000,,PNA-STG9-0074123,ship,"Gin: 101 barcode: PNA-STG9-0074 | Label data stored for Barcode: PNA-STG9-0074 | Sending Label to printer : PNA-STG9-0074 | [Verification SUCCESS] GIN 101 matches expected barcode PNA-STG9-0074123"
9,102,PNA-STG9-0075,74000,77000,80000,,PNA-STG9-0075123,ship,"Gin: 102 barcode: PNA-STG9-0075 | Label data stored for Barcode: PNA-STG9-0075 | Sending Label to printer : PNA-STG9-0075 | [Verification SUCCESS] GIN 102 matches expected barcode PNA-STG9-0075123"
9,103,PNA-STG9-0076,75000,78000,81000,,PNA-STG9-0076123,ship,"Gin: 103 barcode: PNA-STG9-0076 | Label data stored for Barcode: PNA-STG9-0076 | Sending Label to printer : PNA-STG9-0076 | [Verification SUCCESS] GIN 103 matches expected barcode PNA-STG9-0076123"
